MAIRA Recording v3
Mazda MX-5 Cup @ Summit Point Raceway -  (1%, 84s)
InputTorque60Hz,InputTorque360Hz,LFEMagnitude,LongitudinalGForce,LateralGForce,MaxShockVelocity,WheelPosition,WheelVelocity,UndersteerEffect,OversteerEffect,SeatOfPantsEffect,SkidSlip,RPM,ShiftRPM,Gear,NumForwardGears,ABSActive,VelocityMS,VelocityY,SteeringWheelAngle,SteeringWheelAngleMax,SteeringWheelVelocity,TrackPosition,YawNorth,VelocityX,Speed
-1.0048156,-0.61978155,0.07489395,0.087864295,0.012526174,0.05107472,0.0018157959,0.032958984,0,0,0.0008412143,-0.019830024,6546.6445,7200,4,6,False,47.792946,-0.020102052,-0.010641016,17.278645,-0.26120886,26.397821,3.4661026,47.79294,47.792946
-1.0048156,-0.7176919,0.013141632,0.087864295,0.012526174,0.05107472,0.0018157959,0.032958984,0,0,0.0008412143,-0.019830024,6546.6445,7200,4,6,False,47.792946,-0.020102052,-0.010641016,17.278645,-0.26120886,26.397821,3.4661026,47.79294,47.792946
-1.0048156,-0.88050455,0.013141632,0.087864295,0.012526174,0.05107472,0.0018157959,0.032958984,0,0,0.0008412143,-0.019830024,6546.6445,7200,4,6,False,47.792946,-0.020102052,-0.010641016,17.278645,-0.26120886,26.397821,3.4661026,47.79294,47.792946
-1.0048156,-1.0107893,0.013141632,0.087864295,0.012526174,0.05107472,0.0018157959,0.032958984,0,0,0.0008412143,-0.019830024,6546.6445,7200,4,6,False,47.792946,-0.020102052,-0.010641016,17.278645,-0.26120886,26.397821,3.4661026,47.79294,47.792946
-1.0048156,-1.0450121,0.013141632,0.087864295,0.012526174,0.05107472,0.0018157959,0.032958984,0,0,0.0008412143,-0.019830024,6546.6445,7200,4,6,False,47.792946,-0.020102052,-0.010641016,17.278645,-0.26120886,26.397821,3.4661026,47.79294,47.792946
-1.0048156,-1.0048156,0.013141632,0.087864295,0.012526174,0.05107472,0.0018157959,0.032958984,0,0,0.0008412143,-0.019830024,6546.6445,7200,4,6,False,47.792946,-0.020102052,-0.010641016,17.278645,-0.26120886,26.397821,3.4661026,47.79294,47.792946
-0.50943816,-0.94827014,-0.026060104,0.09414373,0.0283643,0.038180217,0.002090454,0.016479492,0,0,0.0008520124,-0.02991751,6545.915,7200,4,6,False,47.809578,-0.020367177,-0.013058581,17.278645,-0.14505391,27.194456,3.4660048,47.809574,47.809578
-0.50943816,-0.78358316,-0.015947342,0.09414373,0.0283643,0.038180217,0.002090454,0.016479492,0,0,0.0008520124,-0.02991751,6545.915,7200,4,6,False,47.809578,-0.020367177,-0.013058581,17.278645,-0.14505391,27.194456,3.4660048,47.809574,47.809578
-0.50943816,-0.6261958,0.058273315,0.09414373,0.0283643,0.038180217,0.002090454,0.016479492,0,0,0.0008520124,-0.02991751,6545.915,7200,4,6,False,47.809578,-0.020367177,-0.013058581,17.278645,-0.14505391,27.194456,3.4660048,47.809574,47.809578
-0.50943816,-0.53553385,0.017755508,0.09414373,0.0283643,0.038180217,0.002090454,0.016479492,0,0,0.0008520124,-0.02991751,6545.915,7200,4,6,False,47.809578,-0.020367177,-0.013058581,17.278645,-0.14505391,27.194456,3.4660048,47.809574,47.809578
