Super Formula Light @ Imola - Variante Alta
InputTorque60Hz,InputTorque500Hz
17.0325,16.9554
17.0325,16.9564
17.0325,16.9858
17.0325,17.0332
17.4613,17.1659
17.4613,17.1837
17.4613,17.1727
17.4613,17.172
17.4613,17.23
17.4613,17.3268
17.4613,17.4168
17.4613,17.4621
17.7419,17.274
17.7419,17.1638
17.7419,17.0912
17.7419,17.0851
17.7419,17.1721
17.7419,17.3332
17.7419,17.5461
17.7419,17.7458
18.5833,17.8034
18.5833,17.8158
18.5833,17.7809
18.5833,17.7474
18.5833,17.7976
18.5833,18.002
18.5833,18.3001
18.5833,18.5893
18.5833,18.5924
19.6271,18.4912
19.6271,18.3533
19.6271,18.2312
19.6271,18.2393
19.6271,18.5263
19.6271,18.9785
19.6271,19.3893
19.6271,19.6365
18.692,19.2285
18.692,18.9202
18.692,18.7686
18.692,18.7936
18.692,18.9685
18.692,19.0439
18.692,18.9362
18.692,18.6862
18.692,18.6844
18.0697,18.025
18.0697,17.7479
18.0697,17.6641
18.0697,17.7213
18.0697,17.851
18.0697,17.9524
18.0697,18.0268
18.0697,18.071
18.6981,18.1326
18.6981,18.1757
18.6981,18.2221
18.6981,18.29
18.6981,18.4059
18.6981,18.5306
18.6981,18.6364
18.6981,18.7001
18.7216,18.8118
18.7216,18.7448
18.7216,18.6226
18.7216,18.5049
18.7216,18.4724
18.7216,18.5198
18.7216,18.6185
18.7216,18.7242
18.7216,18.7245
19.6308,19.1476
19.6308,19.2428
19.6308,19.2427
19.6308,19.2059
19.6308,19.19
19.6308,19.2425
19.6308,19.4058
19.6308,19.6352
20.9897,20.3717
20.9897,20.6151
20.9897,20.685
20.9897,20.6812
20.9897,20.699
20.9897,20.7771
20.9897,20.888
20.9897,20.9925
20.521,21.4349
20.521,21.4126
20.521,21.2402
20.521,21.0086
20.521,20.814
20.521,20.6806
20.521,20.5856
20.521,20.5199
20.521,20.5185
19.7539,20.8938
19.7539,20.7126
19.7539,20.344
19.7539,19.9522
19.7539,19.677
19.7539,19.599
19.7539,19.6563
19.7539,19.757
19.6637,20.1482
19.6637,20.0029
19.6637,19.7401
19.6637,19.4705
19.6637,19.3831
19.6637,19.4351
19.6637,19.5545
19.6637,19.6671
20.5309,20.2312
20.5309,20.2983
20.5309,20.2674
20.5309,20.2242
20.5309,20.2392
20.5309,20.2973
20.5309,20.4073
20.5309,20.5351
20.5309,20.5348
